"[23, 101, 54, 53, 53, 44]","[21, 54, 52, 45, 45, 40]","[15, 52, 45, 44, 40, 31]","[13, 45, 43, 42, 31, 23]","[12, 42, 40, 33, 23, 21]","[10, 35, 31, 25, 20, 20]","[2, 32, 23, 22, 15, 13]","[1, 25, 13, 14, 14, 11]","[0, 14, 11, 12, 11, 5]","[0, 3, 5, 11, 5, 3]","[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[24, 101, 54, 50, 54, 45]","[21, 54, 52, 45, 45, 40]","[15, 52, 45, 44, 40, 31]","[13, 45, 43, 42, 31, 23]","[12, 42, 40, 33, 23, 21]","[10, 35, 31, 25, 20, 20]","[2, 32, 23, 22, 15, 13]","[1, 25, 13, 14, 14, 11]","[0, 14, 11, 12, 11, 5]","[0, 3, 5, 11, 5, 3]","[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[24, 111, 51, 53, 52, 41]","[23, 101, 44, 51, 45, 33]","[21, 53, 42, 43, 41, 30]","[15, 50, 35, 35, 33, 24]","[13, 44, 33, 30, 31, 15]","[11, 40, 32, 20, 24, 13]","[4, 32, 24, 13, 21, 12]","[3, 24, 15, 10, 14, 11]","[1, 14, 13, 4, 11, 5]","[0, 4, 12, 2, 4, 3]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[25, 110, 51, 53, 51, 42]","[23, 101, 44, 51, 45, 33]","[21, 53, 42, 43, 41, 30]","[15, 50, 35, 35, 33, 24]","[13, 44, 33, 30, 31, 15]","[11, 40, 32, 20, 24, 13]","[4, 32, 24, 13, 21, 12]","[3, 24, 15, 10, 14, 11]","[1, 14, 13, 4, 11, 5]","[0, 4, 12, 2, 4, 3]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[31, 102, 55, 42, 54, 44]","[25, 55, 52, 40, 45, 40]","[22, 54, 45, 35, 41, 30]","[20, 52, 42, 32, 33, 22]","[14, 51, 31, 24, 31, 20]","[12, 42, 24, 21, 24, 14]","[11, 34, 14, 20, 15, 13]","[5, 24, 12, 13, 12, 11]","[4, 14, 4, 11, 10, 5]","[2, 5, 3, 10, 2, 3]","[0, 3, 0, 3, 1, 1]"
"[31, 102, 55, 43, 52, 45]","[25, 55, 52, 40, 45, 40]","[22, 54, 45, 35, 41, 30]","[20, 52, 42, 32, 33, 22]","[14, 51, 31, 24, 31, 20]","[12, 42, 24, 21, 24, 14]","[11, 34, 14, 20, 15, 13]","[5, 24, 12, 13, 12, 11]","[4, 14, 4, 11, 10, 5]","[2, 5, 3, 10, 2, 3]","[0, 3, 0, 3, 1, 1]"
"[32, 55, 101, 50, 52, 42]","[25, 52, 53, 44, 50, 33]","[23, 51, 50, 40, 43, 24]","[20, 45, 43, 33, 35, 21]","[14, 43, 40, 24, 32, 14]","[12, 40, 33, 21, 22, 13]","[10, 32, 24, 13, 20, 12]","[3, 24, 15, 10, 14, 11]","[1, 14, 13, 4, 11, 5]","[0, 4, 12, 2, 4, 3]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[32, 100, 53, 50, 54, 43]","[24, 54, 51, 42, 51, 35]","[23, 51, 44, 40, 43, 30]","[20, 45, 42, 32, 34, 24]","[14, 44, 33, 25, 25, 22]","[13, 42, 24, 22, 21, 15]","[12, 34, 14, 20, 14, 13]","[10, 25, 11, 13, 10, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[32, 100, 55, 50, 54, 41]","[24, 53, 53, 44, 51, 32]","[23, 51, 50, 40, 43, 24]","[20, 45, 43, 33, 35, 21]","[14, 43, 40, 24, 32, 14]","[12, 40, 33, 21, 22, 13]","[10, 32, 24, 13, 20, 12]","[3, 24, 15, 10, 14, 11]","[1, 14, 13, 4, 11, 5]","[0, 4, 12, 2, 4, 3]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[32, 105, 44, 101, 43, 43]","[25, 101, 42, 53, 34, 41]","[23, 53, 35, 50, 30, 34]","[20, 52, 33, 40, 24, 30]","[12, 51, 25, 32, 21, 24]","[11, 43, 15, 30, 15, 21]","[5, 33, 13, 23, 13, 14]","[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[32, 111, 103, 43, 43, 40]","[25, 102, 101, 34, 35, 35]","[22, 54, 54, 30, 33, 31]","[20, 52, 51, 21, 30, 24]","[13, 45, 42, 15, 24, 21]","[12, 41, 34, 13, 20, 14]","[10, 32, 31, 10, 12, 13]","[3, 22, 24, 2, 11, 12]","[2, 14, 14, 0, 5, 11]","[1, 5, 12, 0, 2, 5]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[32, 111, 104, 45, 41, 35]","[30, 101, 102, 42, 33, 32]","[22, 53, 54, 33, 31, 31]","[21, 50, 51, 23, 25, 24]","[15, 43, 42, 21, 23, 20]","[13, 40, 33, 14, 20, 14]","[10, 32, 31, 10, 12, 13]","[3, 22, 24, 2, 11, 12]","[2, 14, 14, 0, 5, 11]","[1, 5, 12, 0, 2, 5]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[33, 100, 55, 51, 52, 41]","[30, 52, 53, 44, 50, 32]","[23, 51, 50, 40, 43, 24]","[20, 45, 43, 33, 35, 21]","[14, 43, 40, 24, 32, 14]","[12, 40, 33, 21, 22, 13]","[10, 32, 24, 13, 20, 12]","[3, 24, 15, 10, 14, 11]","[1, 14, 13, 4, 11, 5]","[0, 4, 12, 2, 4, 3]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[33, 105, 103, 45, 42, 40]","[25, 102, 101, 41, 34, 33]","[22, 53, 54, 33, 31, 31]","[21, 50, 51, 23, 25, 24]","[15, 43, 42, 21, 23, 20]","[13, 40, 33, 14, 20, 14]","[10, 32, 31, 10, 12, 13]","[3, 22, 24, 2, 11, 12]","[2, 14, 14, 0, 5, 11]","[1, 5, 12, 0, 2, 5]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[33, 110, 103, 42, 44, 40]","[25, 102, 101, 34, 35, 35]","[22, 54, 54, 30, 33, 31]","[20, 52, 51, 21, 30, 24]","[13, 45, 42, 15, 24, 21]","[12, 41, 34, 13, 20, 14]","[10, 32, 31, 10, 12, 13]","[3, 22, 24, 2, 11, 12]","[2, 14, 14, 0, 5, 11]","[1, 5, 12, 0, 2, 5]","[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
