"[31, 103, 52, 101, 55, 55]","[24, 54, 50, 54, 54, 45]","[22, 53, 44, 53, 44, 35]","[21, 52, 41, 45, 35, 31]","[20, 44, 34, 42, 32, 23]","[14, 43, 25, 34, 23, 22]","[13, 41, 20, 30, 15, 20]","[5, 33, 13, 23, 13, 14]","[4, 25, 11, 13, 11, 12]","[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[34, 103, 45, 113, 53, 45]","[32, 55, 44, 104, 45, 41]","[30, 52, 42, 102, 35, 33]","[23, 50, 34, 53, 33, 30]","[20, 45, 32, 42, 31, 23]","[14, 43, 23, 34, 24, 21]","[13, 40, 15, 30, 15, 20]","[5, 32, 13, 23, 13, 13]","[4, 24, 10, 13, 12, 11]","[2, 14, 3, 11, 5, 10]","[0, 5, 1, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[34, 105, 53, 55, 51, 55]","[32, 102, 52, 52, 45, 43]","[30, 100, 43, 45, 42, 35]","[22, 54, 41, 41, 34, 32]","[21, 51, 33, 34, 25, 30]","[15, 44, 30, 25, 23, 23]","[13, 42, 22, 21, 20, 20]","[10, 35, 11, 15, 14, 15]","[4, 24, 10, 13, 12, 11]","[2, 14, 3, 11, 5, 10]","[0, 5, 1, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[35, 103, 44, 114, 54, 43]","[33, 55, 43, 110, 44, 40]","[30, 52, 42, 102, 35, 33]","[23, 50, 34, 53, 33, 30]","[20, 45, 32, 42, 31, 23]","[14, 43, 23, 34, 24, 21]","[13, 40, 15, 30, 15, 20]","[5, 32, 13, 23, 13, 13]","[4, 24, 10, 13, 12, 11]","[2, 14, 3, 11, 5, 10]","[0, 5, 1, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[35, 104, 52, 55, 53, 54]","[33, 102, 50, 52, 50, 43]","[25, 100, 43, 44, 44, 35]","[22, 54, 41, 41, 34, 32]","[21, 51, 33, 34, 25, 30]","[15, 44, 30, 25, 23, 23]","[13, 42, 22, 21, 20, 20]","[10, 35, 11, 15, 14, 15]","[4, 24, 10, 13, 12, 11]","[2, 14, 3, 11, 5, 10]","[0, 5, 1, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[35, 105, 45, 110, 51, 51]","[32, 55, 44, 104, 45, 41]","[30, 52, 42, 102, 35, 33]","[23, 50, 34, 53, 33, 30]","[20, 45, 32, 42, 31, 23]","[14, 43, 23, 34, 24, 21]","[13, 40, 15, 30, 15, 20]","[5, 32, 13, 23, 13, 13]","[4, 24, 10, 13, 12, 11]","[2, 14, 3, 11, 5, 10]","[0, 5, 1, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[35, 105, 51, 54, 54, 54]","[33, 102, 50, 52, 50, 43]","[25, 100, 43, 44, 44, 35]","[22, 54, 41, 41, 34, 32]","[21, 51, 33, 34, 25, 30]","[15, 44, 30, 25, 23, 23]","[13, 42, 22, 21, 20, 20]","[10, 35, 11, 15, 14, 15]","[4, 24, 10, 13, 12, 11]","[2, 14, 3, 11, 5, 10]","[0, 5, 1, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[35, 110, 100, 51, 53, 52]","[31, 101, 54, 44, 52, 43]","[25, 53, 52, 41, 43, 40]","[23, 51, 45, 34, 35, 32]","[22, 45, 42, 25, 32, 24]","[21, 44, 31, 23, 24, 21]","[20, 40, 22, 20, 20, 20]","[10, 35, 11, 15, 14, 15]","[4, 24, 10, 13, 12, 11]","[2, 14, 3, 11, 5, 10]","[0, 5, 1, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[40, 103, 45, 110, 54, 45]","[32, 55, 44, 104, 45, 41]","[30, 52, 42, 102, 35, 33]","[23, 50, 34, 53, 33, 30]","[20, 45, 32, 42, 31, 23]","[14, 43, 23, 34, 24, 21]","[13, 40, 15, 30, 15, 20]","[5, 32, 13, 23, 13, 13]","[4, 24, 10, 13, 12, 11]","[2, 14, 3, 11, 5, 10]","[0, 5, 1, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[40, 104, 52, 55, 53, 53]","[33, 102, 50, 52, 50, 43]","[25, 100, 43, 44, 44, 35]","[22, 54, 41, 41, 34, 32]","[21, 51, 33, 34, 25, 30]","[15, 44, 30, 25, 23, 23]","[13, 42, 22, 21, 20, 20]","[10, 35, 11, 15, 14, 15]","[4, 24, 10, 13, 12, 11]","[2, 14, 3, 11, 5, 10]","[0, 5, 1, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
