"[31, 101, 102, 45, 31, 42]","[24, 51, 55, 42, 24, 40]","[22, 45, 51, 41, 15, 32]","[21, 41, 43, 35, 12, 24]","[20, 33, 35, 32, 4, 22]","[14, 32, 30, 23, 2, 20]","[11, 30, 21, 15, 0, 15]","[5, 20, 15, 13, 0, 12]","[3, 12, 12, 11, 0, 5]","[2, 3, 5, 5, 0, 3]","[1, 2, 3, 2, 0, 0]"
"[32, 45, 100, 54, 43, 34]","[25, 43, 54, 50, 34, 31]","[23, 41, 52, 42, 30, 23]","[21, 35, 43, 34, 23, 21]","[20, 32, 35, 25, 20, 15]","[13, 30, 30, 22, 15, 11]","[10, 21, 23, 14, 14, 5]","[4, 12, 20, 12, 11, 3]","[2, 3, 12, 10, 5, 2]","[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
