"[10001000, 10100111]","[1111110, 10011111]","[1111010, 10010010]","[1110010, 10001001]","[1101001, 10000001]","[1011111, 1111010]","[1011011, 1101110]","[1010110, 1100011]","[1001111, 1011010]","[1001001, 1010000]","[111111, 1001010]","[111010, 1000000]","[110001, 111010]","[101011, 110010]","[100101, 101010]","[11110, 100011]","[11001, 11011]","[10101, 10011]","[10000, 1100]","[1001, 1000]","[11, 100]"
"[10010001, 10011110]","[10001000, 10010101]","[1111101, 10001110]","[1110111, 10000011]","[1110000, 1111001]","[1101001, 1110000]","[1100001, 1101000]","[1011000, 1100001]","[1001111, 1011010]","[1001001, 1010000]","[111111, 1001010]","[111010, 1000000]","[110001, 111010]","[101011, 110010]","[100101, 101010]","[11110, 100011]","[11001, 11011]","[10101, 10011]","[10000, 1100]","[1001, 1000]","[11, 100]"
