Input,Output
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1000111, 1010010]","[111111, 1001010]"
"[1010000, 1011001]","[1000111, 1010010]"
"[1010111, 1100010]","[1010000, 1011001]"
"[1100000, 1101001]","[1010111, 1100010]"
"[1101000, 1110001]","[1100000, 1101001]"
"[1101101, 1111100]","[1101000, 1110001]"
"[1110110, 10000100]","[1101101, 1111100]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1011000, 1100001]","[1001111, 1011010]"
"[1100001, 1101000]","[1011000, 1100001]"
"[1101001, 1110000]","[1100001, 1101000]"
"[1110000, 1111001]","[1101001, 1110000]"
"[1110111, 10000011]","[1110000, 1111001]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1011000, 1100001]","[1001111, 1011010]"
"[1100001, 1101000]","[1011000, 1100001]"
"[1101001, 1110000]","[1100001, 1101000]"
"[1110000, 1111001]","[1101001, 1110000]"
"[1111001, 10000001]","[1110000, 1111001]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1011000, 1100001]","[1001111, 1011010]"
"[1100001, 1101000]","[1011000, 1100001]"
"[1101001, 1110000]","[1100001, 1101000]"
"[1110000, 1111001]","[1101001, 1110000]"
"[1111010, 10000000]","[1110000, 1111001]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1010110, 1100011]","[1001111, 1011010]"
"[1011011, 1101110]","[1010110, 1100011]"
"[1011111, 1111010]","[1011011, 1101110]"
"[1100111, 10000011]","[1011111, 1111010]"
"[1101110, 10001101]","[1100111, 10000011]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1010110, 1100011]","[1001111, 1011010]"
"[1011011, 1101110]","[1010110, 1100011]"
"[1011111, 1111010]","[1011011, 1101110]"
"[1100111, 10000011]","[1011111, 1111010]"
"[1110000, 10001011]","[1100111, 10000011]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1010110, 1100011]","[1001111, 1011010]"
"[1011011, 1101110]","[1010110, 1100011]"
"[1011111, 1111010]","[1011011, 1101110]"
"[1101001, 10000001]","[1011111, 1111010]"
"[1110010, 10001001]","[1101001, 10000001]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1010110, 1100011]","[1001111, 1011010]"
"[1011011, 1101110]","[1010110, 1100011]"
"[1011111, 1111010]","[1011011, 1101110]"
"[1101010, 10000000]","[1011111, 1111010]"
"[1110011, 10001000]","[1101010, 10000000]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1011000, 1100001]","[1001111, 1011010]"
"[1100001, 1101000]","[1011000, 1100001]"
"[1100111, 1110010]","[1100001, 1101000]"
"[1101100, 1111101]","[1100111, 1110010]"
"[1110011, 10000111]","[1101100, 1111101]"
"[1111011, 10010000]","[1110011, 10000111]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1000111, 1010010]","[111111, 1001010]"
"[1010000, 1011001]","[1000111, 1010010]"
"[1010111, 1100010]","[1010000, 1011001]"
"[1100000, 1101001]","[1010111, 1100010]"
"[1101000, 1110001]","[1100000, 1101001]"
"[1101101, 1111100]","[1101000, 1110001]"
"[1110110, 10000100]","[1101101, 1111100]"
"[1111100, 10001111]","[1110110, 10000100]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1011000, 1100001]","[1001111, 1011010]"
"[1100001, 1101000]","[1011000, 1100001]"
"[1101001, 1110000]","[1100001, 1101000]"
"[1110000, 1111001]","[1101001, 1110000]"
"[1110111, 10000011]","[1110000, 1111001]"
"[1111101, 10001110]","[1110111, 10000011]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1011000, 1100001]","[1001111, 1011010]"
"[1100001, 1101000]","[1011000, 1100001]"
"[1101001, 1110000]","[1100001, 1101000]"
"[1110000, 1111001]","[1101001, 1110000]"
"[1111001, 10000001]","[1110000, 1111001]"
"[1111111, 10001100]","[1111001, 10000001]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1010110, 1100011]","[1001111, 1011010]"
"[1011011, 1101110]","[1010110, 1100011]"
"[1011111, 1111010]","[1011011, 1101110]"
"[1101001, 10000001]","[1011111, 1111010]"
"[1110010, 10001001]","[1101001, 10000001]"
"[1111001, 10010011]","[1110010, 10001001]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1010110, 1100011]","[1001111, 1011010]"
"[1011011, 1101110]","[1010110, 1100011]"
"[1011111, 1111010]","[1011011, 1101110]"
"[1101001, 10000001]","[1011111, 1111010]"
"[1110010, 10001001]","[1101001, 10000001]"
"[1111010, 10010010]","[1110010, 10001001]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1010110, 1100011]","[1001111, 1011010]"
"[1011011, 1101110]","[1010110, 1100011]"
"[1011111, 1111010]","[1011011, 1101110]"
"[1101010, 10000000]","[1011111, 1111010]"
"[1110011, 10001000]","[1101010, 10000000]"
"[1111100, 10010000]","[1110011, 10001000]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1011000, 1100001]","[1001111, 1011010]"
"[1100001, 1101000]","[1011000, 1100001]"
"[1100111, 1110010]","[1100001, 1101000]"
"[1101100, 1111101]","[1100111, 1110010]"
"[1110011, 10000111]","[1101100, 1111101]"
"[10000000, 10001100]","[1110011, 10000111]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1000111, 1010010]","[111111, 1001010]"
"[1010000, 1011001]","[1000111, 1010010]"
"[1010111, 1100010]","[1010000, 1011001]"
"[1100000, 1101001]","[1010111, 1100010]"
"[1101000, 1110001]","[1100000, 1101001]"
"[1101101, 1111100]","[1101000, 1110001]"
"[1110110, 10000100]","[1101101, 1111100]"
"[10000001, 10001011]","[1110110, 10000100]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1000111, 1010010]","[111111, 1001010]"
"[1010000, 1011001]","[1000111, 1010010]"
"[1010111, 1100010]","[1010000, 1011001]"
"[1100000, 1101001]","[1010111, 1100010]"
"[1101000, 1110001]","[1100000, 1101001]"
"[1101101, 1111100]","[1101000, 1110001]"
"[1110110, 10000100]","[1101101, 1111100]"
"[10000010, 10001010]","[1110110, 10000100]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1011000, 1100001]","[1001111, 1011010]"
"[1100001, 1101000]","[1011000, 1100001]"
"[1101001, 1110000]","[1100001, 1101000]"
"[1110000, 1111001]","[1101001, 1110000]"
"[1110111, 10000011]","[1110000, 1111001]"
"[10000100, 10001000]","[1110111, 10000011]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1011000, 1100001]","[1001111, 1011010]"
"[1100001, 1101000]","[1011000, 1100001]"
"[1100111, 1110010]","[1100001, 1101000]"
"[1101100, 1111101]","[1100111, 1110010]"
"[1110011, 10000111]","[1101100, 1111101]"
"[1111011, 10010000]","[1110011, 10000111]"
"[1111111, 10011101]","[1111011, 10010000]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1010110, 1100011]","[1001111, 1011010]"
"[1011011, 1101110]","[1010110, 1100011]"
"[1011111, 1111010]","[1011011, 1101110]"
"[1101001, 10000001]","[1011111, 1111010]"
"[1110010, 10001001]","[1101001, 10000001]"
"[1111010, 10010010]","[1110010, 10001001]"
"[1111110, 10011111]","[1111010, 10010010]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1011000, 1100001]","[1001111, 1011010]"
"[1100001, 1101000]","[1011000, 1100001]"
"[1101001, 1110000]","[1100001, 1101000]"
"[1110000, 1111001]","[1101001, 1110000]"
"[1110111, 10000011]","[1110000, 1111001]"
"[1111101, 10001110]","[1110111, 10000011]"
"[10000110, 10010111]","[1111101, 10001110]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1011000, 1100001]","[1001111, 1011010]"
"[1100001, 1101000]","[1011000, 1100001]"
"[1101001, 1110000]","[1100001, 1101000]"
"[1110000, 1111001]","[1101001, 1110000]"
"[1110111, 10000011]","[1110000, 1111001]"
"[1111101, 10001110]","[1110111, 10000011]"
"[10001000, 10010101]","[1111101, 10001110]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1010110, 1100011]","[1001111, 1011010]"
"[1011011, 1101110]","[1010110, 1100011]"
"[1011111, 1111010]","[1011011, 1101110]"
"[1101001, 10000001]","[1011111, 1111010]"
"[1110010, 10001001]","[1101001, 10000001]"
"[1111010, 10010010]","[1110010, 10001001]"
"[10000011, 10011011]","[1111010, 10010010]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1010110, 1100011]","[1001111, 1011010]"
"[1011011, 1101110]","[1010110, 1100011]"
"[1011111, 1111010]","[1011011, 1101110]"
"[1101001, 10000001]","[1011111, 1111010]"
"[1110010, 10001001]","[1101001, 10000001]"
"[1111001, 10010011]","[1110010, 10001001]"
"[10000100, 10011010]","[1111001, 10010011]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1000111, 1010010]","[111111, 1001010]"
"[1010000, 1011001]","[1000111, 1010010]"
"[1010111, 1100010]","[1010000, 1011001]"
"[1100000, 1101001]","[1010111, 1100010]"
"[1101000, 1110001]","[1100000, 1101001]"
"[1101101, 1111100]","[1101000, 1110001]"
"[1110110, 10000100]","[1101101, 1111100]"
"[10000010, 10001010]","[1110110, 10000100]"
"[10001011, 10010011]","[10000010, 10001010]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1000111, 1010010]","[111111, 1001010]"
"[1010000, 1011001]","[1000111, 1010010]"
"[1010111, 1100010]","[1010000, 1011001]"
"[1100000, 1101001]","[1010111, 1100010]"
"[1101000, 1110001]","[1100000, 1101001]"
"[1101101, 1111100]","[1101000, 1110001]"
"[1110110, 10000100]","[1101101, 1111100]"
"[10000001, 10001011]","[1110110, 10000100]"
"[10001100, 10010010]","[10000001, 10001011]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1011000, 1100001]","[1001111, 1011010]"
"[1100001, 1101000]","[1011000, 1100001]"
"[1100111, 1110010]","[1100001, 1101000]"
"[1101100, 1111101]","[1100111, 1110010]"
"[1110011, 10000111]","[1101100, 1111101]"
"[1111011, 10010000]","[1110011, 10000111]"
"[1111111, 10011101]","[1111011, 10010000]"
"[10000111, 10100111]","[1111111, 10011101]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1011000, 1100001]","[1001111, 1011010]"
"[1100001, 1101000]","[1011000, 1100001]"
"[1100111, 1110010]","[1100001, 1101000]"
"[1101100, 1111101]","[1100111, 1110010]"
"[1110011, 10000111]","[1101100, 1111101]"
"[1111011, 10010000]","[1110011, 10000111]"
"[1111111, 10011101]","[1111011, 10010000]"
"[10001001, 10100101]","[1111111, 10011101]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1011000, 1100001]","[1001111, 1011010]"
"[1100001, 1101000]","[1011000, 1100001]"
"[1100111, 1110010]","[1100001, 1101000]"
"[1101100, 1111101]","[1100111, 1110010]"
"[1110011, 10000111]","[1101100, 1111101]"
"[1111011, 10010000]","[1110011, 10000111]"
"[1111111, 10011101]","[1111011, 10010000]"
"[10001010, 10100100]","[1111111, 10011101]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1010110, 1100011]","[1001111, 1011010]"
"[1011011, 1101110]","[1010110, 1100011]"
"[1011111, 1111010]","[1011011, 1101110]"
"[1101001, 10000001]","[1011111, 1111010]"
"[1110010, 10001001]","[1101001, 10000001]"
"[1111010, 10010010]","[1110010, 10001001]"
"[1111110, 10011111]","[1111010, 10010010]"
"[10001000, 10100111]","[1111110, 10011111]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1011000, 1100001]","[1001111, 1011010]"
"[1100001, 1101000]","[1011000, 1100001]"
"[1101001, 1110000]","[1100001, 1101000]"
"[1110000, 1111001]","[1101001, 1110000]"
"[1110111, 10000011]","[1110000, 1111001]"
"[1111101, 10001110]","[1110111, 10000011]"
"[10001000, 10010101]","[1111101, 10001110]"
"[10010001, 10011110]","[10001000, 10010101]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1010110, 1100011]","[1001111, 1011010]"
"[1011011, 1101110]","[1010110, 1100011]"
"[1011111, 1111010]","[1011011, 1101110]"
"[1101001, 10000001]","[1011111, 1111010]"
"[1110010, 10001001]","[1101001, 10000001]"
"[1111001, 10010011]","[1110010, 10001001]"
"[10000100, 10011010]","[1111001, 10010011]"
"[10001101, 10100011]","[10000100, 10011010]"
"[11, 100]","[0, 0]"
"[1001, 1000]","[11, 100]"
"[10000, 1100]","[1001, 1000]"
"[10101, 10011]","[10000, 1100]"
"[11001, 11011]","[10101, 10011]"
"[11110, 100011]","[11001, 11011]"
"[100101, 101010]","[11110, 100011]"
"[101011, 110010]","[100101, 101010]"
"[110001, 111010]","[101011, 110010]"
"[111010, 1000000]","[110001, 111010]"
"[111111, 1001010]","[111010, 1000000]"
"[1001001, 1010000]","[111111, 1001010]"
"[1001111, 1011010]","[1001001, 1010000]"
"[1010110, 1100011]","[1001111, 1011010]"
"[1011011, 1101110]","[1010110, 1100011]"
